Enterprise_ID,Enterprise_Name,Sector,Annual_Revenue,Employees,Credit_Score,Loan_Amount,Loan_Purpose,Loan_Tenure,Interest_Rate,Prev_Loan_Default,Collateral_Value,Application_Date,Loan_Approved
1936,Johnson-Miles,Manufacturing,27220970,87,719,1693786,Debt Consolidation,60,14.72,No,4104066,2024-06-29,Yes
1196,"Leon, Chung and Stephens",Transportation,49730049,302,841,1438306,Expansion,12,14.59,No,263968,2024-06-29,No
1332,Saunders-Alexander,Finance,24468625,281,631,1233183,Research & Development,48,12.55,No,4390496,2024-06-28,Yes
1986,Miller LLC,Healthcare,6742533,335,372,666510,Expansion,48,13.05,No,2724986,2024-06-27,No
1343,Hendricks-Carter,Healthcare,41984077,370,383,3768508,Inventory Purchase,24,11.88,No,128947,2024-06-27,No
1772,Payne-Dickerson,Healthcare,5755469,193,790,547244,Research & Development,36,12.33,No,2492547,2024-06-27,Yes
1759,"Livingston, Day and Hicks",Education,1100734,292,740,1241452,Marketing,36,7.79,No,1869201,2024-06-25,Yes
1667,"Ross, Brown and Wang",Construction,10607366,391,399,1945700,Inventory Purchase,12,13.57,Yes,3764534,2024-06-25,No
1445,Hickman Ltd,Transportation,48105796,486,653,3699537,Expansion,36,9.49,No,3165848,2024-06-25,Yes
1157,Cordova-Elliott,Manufacturing,42061756,387,374,2614719,Marketing,60,13.1,No,2507856,2024-06-24,No
1519,Hull-Lewis,Retail,30342048,395,846,3027053,Debt Consolidation,12,11.95,No,4124411,2024-06-23,Yes
1903,Bennett Ltd,Construction,21792686,201,804,2814766,Equipment Purchase,36,13.52,No,2935579,2024-06-21,Yes
1387,Suarez-Price,Construction,48784180,23,306,2099482,Expansion,48,12.53,No,2260846,2024-06-20,No
1585,Henderson-Blevins,Construction,18560282,106,352,2313697,Debt Consolidation,48,13.57,No,4397633,2024-06-17,No
1086,"Castillo, Hayes and Rivers",Transportation,14691164,333,726,2426729,Research & Development,60,10.35,No,928835,2024-06-17,No
1727,"Mills, Melton and Long",Transportation,9388512,277,459,3300450,Expansion,12,12.02,No,4827376,2024-06-16,No
1683,Bruce and Sons,Finance,47791381,497,534,1803820,Inventory Purchase,12,9.89,No,4373492,2024-06-15,No
1571,Dixon LLC,IT Services,45520680,51,483,503157,Working Capital,60,8.51,Yes,2077787,2024-06-15,No
1004,Benson-Nelson,Construction,44994571,491,519,2327039,Research & Development,24,8.05,No,2737328,2024-06-15,No
1005,Vasquez Group,Finance,37346859,91,462,396063,Inventory Purchase,36,9.48,No,1949955,2024-06-14,No
1835,Lee Ltd,Construction,29175911,232,338,681904,Real Estate,36,12.16,No,2413319,2024-06-13,No
1685,Lynch-Jackson,Hospitality,15467188,383,824,1657009,Marketing,12,14.97,No,2623338,2024-06-13,Yes
1563,"Robinson, Murphy and Brown",Retail,39965695,236,461,3056151,Marketing,48,12.25,No,1010655,2024-06-13,No
1799,"Cox, Allen and Blake",Finance,36876898,492,727,3014611,Working Capital,24,14.72,No,3094410,2024-06-12,Yes
1790,Barnett and Sons,IT Services,23489029,153,593,3600967,Inventory Purchase,60,12.86,No,2614113,2024-06-11,No
1639,Jones PLC,Finance,27267668,37,534,4501207,Equipment Purchase,48,7.14,No,3647326,2024-06-11,No
1104,Adams and Sons,Finance,11353564,115,686,2273513,Expansion,24,10.8,Yes,2899310,2024-06-10,No
1339,Solomon-Malone,Transportation,30246906,160,509,2444688,Inventory Purchase,36,12.54,No,1176018,2024-06-09,No
1363,Wright and Sons,Agriculture,20512480,152,593,3519548,Marketing,24,9.06,No,1084780,2024-06-09,No
1977,"Evans, Castaneda and Olson",Healthcare,15497054,269,497,2977429,Inventory Purchase,60,7.03,No,3618125,2024-06-06,No
1362,Ramirez-Garcia,Hospitality,4828433,436,804,625005,Marketing,36,9.58,No,1080120,2024-06-05,Yes
1406,Hernandez-Wheeler,Finance,10659072,319,687,799895,Real Estate,60,10.08,No,3646219,2024-06-04,Yes
1013,Nguyen LLC,Transportation,25144880,353,740,792924,Expansion,24,10.79,No,3253178,2024-06-03,Yes
1738,Moore LLC,Transportation,43664041,247,525,2191013,Real Estate,48,14.97,No,3793407,2024-05-31,No
1819,Hodge Group,Manufacturing,39049943,243,689,2188618,Research & Development,36,10.87,No,4880083,2024-05-31,Yes
1640,Edwards Group,Transportation,15063918,60,312,1138218,Inventory Purchase,24,14.28,No,57399,2024-05-31,No
1276,Alvarez-Rogers,Manufacturing,8733308,218,513,2132816,Research & Development,60,9.48,No,2630309,2024-05-30,No
1179,"Walter, Pittman and Farrell",IT Services,48044083,173,612,104138,Working Capital,24,7.44,Yes,2442735,2024-05-29,No
1944,Wang-Hernandez,Transportation,7681935,70,505,2309821,Inventory Purchase,60,7.17,Yes,3745611,2024-05-28,No
1125,"Jackson, Curry and Watson",Manufacturing,18547260,321,546,877567,Research & Development,60,8.54,No,1554329,2024-05-28,No
1055,Higgins-Shaw,Transportation,20378839,162,365,381696,Expansion,60,9.44,No,4459013,2024-05-27,No
1938,Short-Chan,Manufacturing,46587883,84,642,4798981,Debt Consolidation,48,9.07,No,2848658,2024-05-27,No
1707,Price LLC,IT Services,23750760,133,418,897583,Marketing,60,13.81,No,1755096,2024-05-26,No
1052,"Walker, Wolfe and Bernard",Manufacturing,7857658,126,321,684010,Debt Consolidation,60,7.51,No,3749397,2024-05-25,No
1050,Grant-Williams,Transportation,39410879,463,816,2347805,Equipment Purchase,48,13.38,No,4422472,2024-05-24,Yes
1637,Rogers-Soto,IT Services,1224695,220,474,1334215,Equipment Purchase,12,11.77,No,2504082,2024-05-23,No
1328,Schultz-Mccoy,Transportation,11828463,465,784,2922236,Inventory Purchase,36,12.61,No,3455851,2024-05-23,Yes
1831,Anderson-Miller,Education,12186361,29,777,2482962,Marketing,24,7.4,No,1079922,2024-05-23,No
1300,Chambers-Smith,Education,42601684,21,848,267527,Inventory Purchase,48,8.59,No,1295749,2024-05-20,Yes
1108,Adams-Stewart,Transportation,22988809,11,785,1111930,Research & Development,12,7.67,Yes,2494149,2024-05-19,No
1893,Roman Ltd,Manufacturing,9705956,415,761,1434649,Working Capital,48,8.01,No,4273138,2024-05-17,Yes
1545,"Zhang, Freeman and Graham",Education,20369886,474,403,565590,Expansion,36,8.86,No,3438284,2024-05-16,No
1932,"Foster, Wiley and Petty",Retail,37693176,484,683,4742681,Marketing,60,11.35,No,3046038,2024-05-15,No
1202,"Daugherty, Hall and Brown",Manufacturing,32251097,20,382,1469391,Expansion,24,9.06,No,2352743,2024-05-15,No
1718,Anderson Ltd,Manufacturing,42965471,122,354,2099117,Research & Development,60,10.38,Yes,2199151,2024-05-14,No
1999,Fisher and Sons,IT Services,43462817,222,364,1271248,Inventory Purchase,60,13.27,No,4926831,2024-05-14,No
1680,Marquez-Nelson,Transportation,32007736,173,655,2973524,Working Capital,24,9.89,No,81541,2024-05-14,No
1197,"Bender, Miller and Oneill",Construction,37413676,152,806,2250205,Inventory Purchase,48,7.73,No,4632692,2024-05-13,Yes
1757,Guerrero-Higgins,Manufacturing,13382318,472,498,3450448,Real Estate,48,8.04,Yes,2799580,2024-05-13,No
1361,Heath-Martin,Healthcare,15949772,415,707,1506150,Equipment Purchase,24,11.03,No,4976730,2024-05-12,Yes
1274,Morgan-Savage,Finance,29104320,267,386,2550979,Research & Development,24,9.57,No,1265442,2024-05-11,No
1540,Fletcher Group,Manufacturing,32984287,347,500,1645491,Debt Consolidation,36,13.07,Yes,1159970,2024-05-10,No
1327,Larson-Williams,Manufacturing,22900146,475,719,2503233,Debt Consolidation,36,7.49,No,2264979,2024-05-09,Yes
1820,Flores-Henson,Retail,33884400,99,559,4932094,Working Capital,60,14.18,No,2669893,2024-05-08,No
1779,Rivers-Simmons,Agriculture,2992825,39,541,2929045,Working Capital,12,8.96,No,3102687,2024-05-07,No
1498,Reed-Solomon,Finance,49892876,133,462,3321131,Expansion,60,9.8,No,91340,2024-05-07,No
1409,Mays-Williams,Retail,26332296,104,643,3922727,Debt Consolidation,48,13.68,No,3959308,2024-05-06,Yes
1824,Fernandez PLC,Agriculture,28950196,218,544,2693157,Inventory Purchase,60,13.6,No,1931986,2024-05-06,No
1864,"Harris, Murillo and Holland",Retail,45185024,29,658,3949091,Working Capital,48,9.03,No,3825944,2024-05-06,Yes
1168,Tucker LLC,Healthcare,16823554,77,753,2456632,Inventory Purchase,24,14.7,No,753645,2024-05-05,No
1107,Palmer Ltd,Retail,29676873,155,339,3568582,Inventory Purchase,60,12.58,No,1106504,2024-05-03,No
1674,Frederick-Oliver,Education,6290717,128,625,1135408,Equipment Purchase,12,10.97,No,4092974,2024-05-03,Yes
1297,Scott Group,Construction,46745469,130,681,4803855,Inventory Purchase,24,8.07,No,4275872,2024-05-02,Yes
1241,Scott-Fisher,Retail,16713642,396,744,3799509,Working Capital,24,10.56,No,1886517,2024-05-01,No
1887,Peterson-Ramos,Finance,16686144,69,408,746275,Expansion,60,13.31,No,4615391,2024-05-01,No
1102,Taylor-Sullivan,Manufacturing,44177856,145,567,1613083,Marketing,24,13.91,No,3954840,2024-04-30,No
1017,Khan-Wheeler,IT Services,46084109,222,369,3200498,Marketing,12,9.61,No,2665880,2024-04-29,No
1115,"Smith, Johnson and Cross",Manufacturing,44728950,468,823,2685171,Inventory Purchase,24,8.63,No,1237171,2024-04-29,No
1621,Davenport-James,Healthcare,37265058,444,642,969446,Research & Development,24,9.02,No,891618,2024-04-28,Yes
1490,Humphrey-Torres,IT Services,36280122,282,716,4916129,Research & Development,24,7.46,No,1682748,2024-04-27,No
1264,Walker Group,Retail,20545578,76,754,3247915,Expansion,12,11.21,No,2270943,2024-04-26,Yes
1006,"Henry, Hensley and Brown",Hospitality,12309411,406,519,1483875,Expansion,48,8.61,No,1955888,2024-04-25,No
1349,"Smith, Johnson and Carter",IT Services,38747492,458,557,142056,Marketing,60,10.8,No,2649087,2024-04-25,No
1425,Reyes and Sons,Hospitality,18336140,491,469,3977590,Working Capital,12,14.8,No,813361,2024-04-25,No
1973,Freeman-Davis,Agriculture,39971207,270,493,532829,Equipment Purchase,60,9.12,No,2112044,2024-04-24,No
1215,Lucero Group,Education,32366160,155,764,526674,Debt Consolidation,24,11.83,Yes,1895786,2024-04-24,No
1631,Wong Inc,Retail,49548947,424,476,3498116,Marketing,12,12.01,No,272071,2024-04-22,No
1620,Rangel and Sons,Education,19495440,118,508,3202641,Marketing,24,12.9,No,406440,2024-04-21,No
1814,"Huber, Barton and Sanchez",Healthcare,10384451,121,656,2954119,Inventory Purchase,48,13.49,No,87180,2024-04-20,No
1073,Patel PLC,IT Services,32029723,30,378,4208502,Debt Consolidation,48,8.83,No,1710102,2024-04-20,No
1172,Jensen and Sons,Manufacturing,7193956,109,490,3577084,Working Capital,36,14.67,No,643975,2024-04-19,No
1468,Green Ltd,IT Services,9423309,424,819,1066649,Working Capital,12,8.96,Yes,3010356,2024-04-18,No
1655,"Haynes, Lee and Rogers",Manufacturing,2074961,232,526,1946357,Research & Development,48,9.4,Yes,4524220,2024-04-18,No
1147,Perez Group,Education,8985620,127,576,3193510,Working Capital,36,7.31,No,1766548,2024-04-17,No
1949,Morrison-Copeland,Agriculture,4646804,116,346,2886905,Research & Development,12,8.64,No,782878,2024-04-17,No
1046,Campbell and Sons,Construction,5661029,291,476,3130855,Research & Development,36,12.61,No,1546030,2024-04-16,No
1552,Edwards LLC,Retail,38316107,265,374,4701731,Expansion,12,10.24,No,1212886,2024-04-15,No
1802,Jennings Inc,Finance,2946830,371,460,2347680,Debt Consolidation,24,7.06,No,288826,2024-04-14,No
1413,Eaton LLC,Construction,34381719,345,729,1249734,Debt Consolidation,24,9.2,No,965767,2024-04-14,Yes
1990,Smith Inc,Hospitality,3825896,325,607,1197996,Debt Consolidation,60,7.82,No,3458168,2024-04-14,Yes
1675,Clark-Ray,Manufacturing,35072781,199,448,1561312,Working Capital,60,13.74,No,855896,2024-04-13,No
1833,"Meyer, Ramirez and Downs",Construction,33371979,409,794,2176775,Working Capital,60,11.3,No,3633650,2024-04-11,Yes
1668,Jackson-Simmons,Construction,6241218,333,472,2766981,Marketing,36,9.25,No,1649826,2024-04-11,No
1597,"Sweeney, Cohen and Sanchez",IT Services,21353727,452,755,925782,Inventory Purchase,60,13.66,No,3912230,2024-04-10,Yes
1225,Branch-Dixon,Finance,30063435,289,367,1233754,Inventory Purchase,12,10.08,No,2757260,2024-04-10,No
1947,Romero-Taylor,Retail,27336263,268,795,1842955,Expansion,24,9.71,No,3466502,2024-04-09,Yes
1592,Fields-Brown,Healthcare,21718453,293,843,621244,Marketing,24,9.13,Yes,1361414,2024-04-08,No
1137,Green-Frederick,Education,38783647,394,733,989493,Debt Consolidation,36,8.43,No,2583573,2024-04-07,Yes
1018,Collins-Moreno,Transportation,16863509,152,698,4889125,Marketing,60,10.75,No,3874484,2024-04-07,Yes
1315,Curtis Group,Agriculture,44545615,14,744,1851797,Debt Consolidation,12,13.4,No,3832164,2024-04-06,Yes
1162,Smith PLC,Transportation,9790529,161,571,2837946,Working Capital,12,10.11,No,3667177,2024-04-05,No
1089,"Roberts, Hamilton and Butler",Transportation,15246173,479,567,1997883,Real Estate,24,11.04,No,3219870,2024-04-05,No
1506,Golden-Adams,Agriculture,38877058,71,742,3749886,Working Capital,12,12.4,No,1014211,2024-04-04,No
1969,Jones-Wells,Hospitality,23479150,58,490,1747824,Inventory Purchase,60,9.16,No,1260213,2024-04-02,No
1329,Williamson Inc,Manufacturing,26370439,240,711,788332,Debt Consolidation,48,7.08,No,246211,2024-04-01,No
1370,Ortiz-Novak,Finance,38872354,248,372,2536831,Real Estate,60,13.21,No,4084480,2024-03-31,No
1210,"Foster, Anderson and Terry",Retail,35569361,267,674,536542,Research & Development,36,10.25,No,3644128,2024-03-31,Yes
1195,Davis-Duarte,Agriculture,45599847,441,846,4151889,Debt Consolidation,48,13.49,No,1029907,2024-03-30,No
1040,Wilson-Mcbride,Healthcare,24081896,339,626,1659757,Debt Consolidation,48,14.53,No,4436897,2024-03-29,Yes
1353,"Williams, Maldonado and Beltran",Retail,43639398,199,534,1008380,Marketing,24,11.55,No,3661880,2024-03-29,No
1712,Hernandez and Sons,Agriculture,9033951,477,474,868223,Inventory Purchase,36,7.07,No,2513501,2024-03-29,No
1447,Soto PLC,Retail,2514542,456,408,2082847,Expansion,24,7.53,No,1089474,2024-03-28,No
1616,"Benton, Gray and Ford",Transportation,37089369,209,540,4906546,Research & Development,36,14.49,No,842644,2024-03-26,No
1166,Davis Group,Manufacturing,41473321,356,455,1461236,Research & Development,60,11.92,No,3454158,2024-03-25,No
1961,Gomez-Wolf,Education,43439798,44,820,232659,Research & Development,24,10.94,Yes,1574205,2024-03-25,No
1461,Hernandez-Aguilar,Finance,15315679,275,734,2189934,Debt Consolidation,48,13.96,No,4691184,2024-03-24,Yes
1335,"Wilson, Carter and Obrien",Hospitality,35392435,235,404,4414380,Marketing,36,13.49,No,4637281,2024-03-24,No
1734,Arias Inc,Education,9439469,135,358,839574,Inventory Purchase,36,10.9,No,3836065,2024-03-23,No
1057,"Lawson, Schaefer and Morgan",IT Services,12292148,142,443,1290456,Marketing,12,12.14,No,1050294,2024-03-22,No
1053,Cooper-Lopez,Healthcare,28915002,230,411,192036,Inventory Purchase,36,10.1,No,2041367,2024-03-20,No
1237,Jackson-Harrison,Finance,1390719,241,624,1237411,Marketing,12,9.09,Yes,4523214,2024-03-19,No
1882,"Harper, Brooks and Bradley",Agriculture,23039912,167,653,1490254,Debt Consolidation,48,8.03,No,3765799,2024-03-16,Yes
1911,Reyes PLC,Manufacturing,10955661,192,488,1505802,Debt Consolidation,36,10.78,No,4197036,2024-03-15,No
1096,Wheeler-Horton,Hospitality,1703662,61,371,4944747,Inventory Purchase,12,10.37,Yes,747389,2024-03-15,No
1223,"Reid, Shaw and Owens",Education,16732903,468,521,2021672,Inventory Purchase,12,13.18,No,3396668,2024-03-14,No
1821,Wright PLC,Hospitality,3363999,323,424,2699327,Expansion,36,14.26,No,3841860,2024-03-14,No
1926,Fox-Thompson,Education,10685684,410,656,3118439,Real Estate,36,9.44,No,785062,2024-03-11,No
1929,Smith Inc,Transportation,8536765,157,616,956636,Debt Consolidation,48,9.46,No,4336812,2024-03-10,Yes
1111,"Myers, Martinez and Rios",Manufacturing,48044769,141,819,3051720,Equipment Purchase,24,7.55,No,4639079,2024-03-10,Yes
1916,Cantrell-Garrett,Construction,35941412,122,589,1751348,Equipment Purchase,48,9.67,No,4292895,2024-03-08,No
1836,Grimes-Porter,Agriculture,34814548,79,486,4565669,Marketing,24,7.14,No,1868222,2024-03-07,No
1404,Mullins-Tanner,Construction,48173924,290,785,934440,Research & Development,36,8.09,No,3481543,2024-03-07,Yes
1850,Roy-Ali,Agriculture,34942508,302,755,2117337,Inventory Purchase,12,12.48,No,3829404,2024-03-06,Yes
1372,Garcia-Wolf,Agriculture,26625121,51,487,1806517,Expansion,36,13.14,No,4611786,2024-03-05,No
1704,Garcia LLC,Agriculture,36943815,497,677,1902466,Equipment Purchase,12,11.05,Yes,2202259,2024-03-05,No
1723,Bell-Lewis,Manufacturing,42839392,41,783,611162,Equipment Purchase,12,13.51,No,2052507,2024-03-04,Yes
1825,"Cherry, Graham and Allen",Healthcare,22003105,471,749,2897909,Equipment Purchase,60,13.33,No,1039924,2024-03-04,No
1775,"Williams, Hartman and Fisher",Manufacturing,42528843,127,515,3579000,Equipment Purchase,12,7.88,No,1810027,2024-03-02,No
1998,Smith Group,Transportation,16099203,45,491,1802457,Marketing,12,14.01,No,4227927,2024-03-01,No
1163,"Robertson, Hendrix and Beck",Education,19786176,217,365,3848529,Debt Consolidation,36,14.1,No,4547868,2024-03-01,No
1927,Kelly-Oliver,IT Services,48876337,207,690,1728662,Research & Development,24,8.35,No,777468,2024-02-29,No
1688,"Banks, Jimenez and Lamb",Agriculture,9998604,169,417,216841,Real Estate,24,10.46,No,4788748,2024-02-28,No
1996,Anderson and Sons,Hospitality,32935646,161,408,4958939,Expansion,48,9.89,No,347180,2024-02-28,No
1925,Jones PLC,Hospitality,30008147,170,625,4590224,Expansion,12,14.59,No,3896556,2024-02-28,Yes
1341,"Hurst, Collins and Hernandez",Finance,17843366,246,676,3048632,Debt Consolidation,12,8.8,No,4222060,2024-02-28,Yes
1880,"Rodriguez, Stewart and Blair",Retail,39131465,33,700,4474798,Debt Consolidation,24,9.1,No,358697,2024-02-27,No
1376,Zimmerman-Harrington,Transportation,7733215,300,455,3301208,Research & Development,60,11.62,No,3437232,2024-02-26,No
1774,Wallace-Morris,Transportation,27098641,200,401,4532027,Research & Development,48,11.69,No,3128882,2024-02-24,No
1259,"Fields, King and Mills",Education,43955157,158,832,1458126,Inventory Purchase,60,9.78,Yes,4602636,2024-02-24,No
1829,Haney LLC,Agriculture,49115625,446,661,3566032,Marketing,60,9.31,No,1684685,2024-02-24,No
1124,"Perry, Johnson and Powell",Finance,24656190,456,805,1152425,Inventory Purchase,24,9.44,No,1243728,2024-02-22,Yes
1837,Mcdaniel-Walter,Agriculture,7086368,321,392,3388210,Marketing,60,14.68,No,2885148,2024-02-22,No
1322,"Smith, Burnett and Campbell",Finance,2524102,295,452,1709184,Inventory Purchase,36,13.87,Yes,4113903,2024-02-22,No
1559,"Coleman, Williams and Luna",Education,28783527,121,657,4215345,Debt Consolidation,36,14.32,No,1008101,2024-02-22,No
1510,Delacruz-Charles,Education,14881178,164,413,4763754,Working Capital,24,8.04,No,4869523,2024-02-21,No
1908,Atkins-Brown,IT Services,11929084,359,579,1174477,Working Capital,60,10.15,No,1927330,2024-02-21,No
1780,Fuller and Sons,Hospitality,4832978,304,304,1378673,Debt Consolidation,60,12.74,Yes,72551,2024-02-20,No
1630,Simmons LLC,IT Services,38041101,323,382,4209070,Marketing,12,10.0,No,50209,2024-02-19,No
1607,"Hill, Patrick and Collins",Hospitality,14426716,476,504,3219734,Working Capital,12,7.86,No,1765979,2024-02-18,No
1934,Harris Group,Manufacturing,7935774,207,337,4786134,Expansion,24,9.85,No,3126511,2024-02-18,No
1876,Thompson-Reyes,Hospitality,20432053,64,614,4401828,Working Capital,36,13.83,No,1472771,2024-02-17,No
1546,Bray-Tucker,IT Services,5810833,492,834,1533284,Marketing,12,8.25,No,1476360,2024-02-17,Yes
1302,Garner LLC,Transportation,11880726,409,482,1687819,Research & Development,48,11.96,No,2276941,2024-02-17,No
1402,"Ross, Arellano and Taylor",Manufacturing,26722525,34,739,3838858,Research & Development,36,7.39,No,2841671,2024-02-17,Yes
1560,"Oconnor, Morrow and Vazquez",Healthcare,43106078,261,827,4838202,Inventory Purchase,24,9.13,No,4940618,2024-02-13,Yes
1201,"Martinez, Norman and Evans",Agriculture,1116739,169,453,4852989,Working Capital,24,7.11,No,1514458,2024-02-12,No
1914,"Scott, Richardson and Hines",Transportation,35761500,328,835,2583502,Equipment Purchase,12,13.66,No,1098278,2024-02-11,No
1127,Bennett LLC,Healthcare,45489781,435,430,1849736,Real Estate,12,9.38,Yes,585888,2024-02-10,No
1429,Ford-Rodriguez,Healthcare,30178419,461,500,3028100,Debt Consolidation,60,12.18,Yes,3358085,2024-02-10,No
1440,Carter-Ball,Transportation,8456985,150,788,4492541,Real Estate,60,7.44,No,1183629,2024-02-10,No
1444,Browning and Sons,Healthcare,17727556,155,642,3723425,Inventory Purchase,60,12.13,No,1398416,2024-02-09,No
1011,"Ferguson, Johns and Wells",Healthcare,18667911,340,527,2568665,Real Estate,24,8.47,No,2174365,2024-02-09,No
1384,Wiggins and Sons,Hospitality,45746736,345,679,4737203,Debt Consolidation,36,9.34,No,731376,2024-02-07,No
1652,Howard-Williams,IT Services,38571568,377,654,378495,Equipment Purchase,48,14.82,No,1716984,2024-02-07,Yes
2000,Stevens-Peters,Education,17320131,423,773,3704886,Expansion,60,8.34,No,1717391,2024-02-06,No
1868,Williams-Velazquez,Agriculture,26919139,13,390,450679,Working Capital,60,11.01,No,3247418,2024-02-05,No
1795,Garza-Reese,Education,26955176,12,302,594955,Working Capital,48,10.29,No,4994614,2024-02-05,No
1079,Walker-Robbins,Manufacturing,29746717,133,553,4545975,Marketing,48,10.2,No,3685192,2024-02-04,No
1753,"Thomas, Lambert and Ramirez",Hospitality,2308507,475,532,4577310,Marketing,24,14.62,No,1041993,2024-02-03,No
1154,Miller-Brown,Transportation,21449430,280,606,364237,Equipment Purchase,48,7.22,No,87361,2024-02-02,No
1279,Thomas-Nixon,Agriculture,29160024,480,766,4418420,Debt Consolidation,24,10.56,No,4297328,2024-02-02,Yes
1512,"Blevins, Torres and Jordan",Education,7026988,479,321,2398354,Expansion,48,13.87,No,3895979,2024-02-01,No
1670,"Downs, Perez and Johnson",Hospitality,6481140,114,562,4187138,Real Estate,12,7.45,No,1398483,2024-02-01,No
1627,Acosta-Clark,Healthcare,9674163,157,727,4326405,Working Capital,60,9.06,No,3524412,2024-01-31,Yes
1150,Avila-Pittman,Education,38795793,229,489,952050,Research & Development,60,8.08,No,4150321,2024-01-31,No
1923,"Gaines, James and Sanchez",Healthcare,4040267,127,480,241449,Real Estate,24,7.85,No,1743696,2024-01-31,No
1184,Wilson LLC,Manufacturing,14126263,78,506,143764,Expansion,60,11.08,Yes,3118929,2024-01-31,No
1472,"Gonzalez, Johnson and Rodriguez",Healthcare,3339767,480,363,4822340,Marketing,48,8.95,No,1332322,2024-01-31,No
1716,Morris-Ewing,Hospitality,10734816,444,800,1272304,Debt Consolidation,36,11.14,No,2869127,2024-01-31,Yes
1442,"Ball, Torres and Davis",IT Services,18803769,343,664,3535088,Research & Development,60,10.75,Yes,1941369,2024-01-30,No
1317,Castro-Guzman,Retail,38367702,369,600,3552814,Marketing,24,7.54,No,1927329,2024-01-30,No
1306,"Williams, Cruz and Perez",Manufacturing,22689432,12,632,3549330,Research & Development,36,8.91,No,3068967,2024-01-28,Yes
1277,Bartlett-Pierce,Manufacturing,4875754,300,561,161753,Real Estate,60,14.8,Yes,3365537,2024-01-28,No
1853,"Thompson, Johnson and Thompson",Healthcare,34523310,319,750,1729753,Debt Consolidation,24,10.88,No,3564078,2024-01-27,Yes
1526,Barnett-Johnson,Education,19532908,158,563,3945474,Debt Consolidation,12,9.29,No,2669909,2024-01-27,No
1658,Long-Clark,Agriculture,20155151,369,312,1423173,Debt Consolidation,24,13.53,No,1036275,2024-01-27,No
1453,Sanchez and Sons,Manufacturing,41400624,139,438,898658,Expansion,24,12.3,No,2644545,2024-01-27,No
1323,Poole and Sons,IT Services,12579149,158,473,4898793,Real Estate,24,13.76,No,4429455,2024-01-24,No
1120,"Campbell, Brock and Galvan",Education,14839094,48,568,2966069,Inventory Purchase,36,11.1,No,971806,2024-01-23,No
1602,"Cortez, Mcmillan and Crane",Agriculture,22845218,410,352,1994554,Marketing,60,14.84,Yes,2289665,2024-01-23,No
1600,Richards-Johnson,Manufacturing,37328139,442,477,4709770,Inventory Purchase,48,12.53,No,4775296,2024-01-23,No
1382,Rogers Ltd,Transportation,25948764,143,374,4739276,Debt Consolidation,36,7.65,No,3862197,2024-01-22,No
1701,Baker and Sons,Finance,31319320,192,840,3359819,Working Capital,60,8.69,No,2215456,2024-01-19,No
1997,"Arellano, Mathews and Mcclure",Hospitality,18498600,482,482,768629,Debt Consolidation,48,7.87,No,3455914,2024-01-19,No
1693,Delgado LLC,Construction,22131601,389,401,3739688,Equipment Purchase,24,11.83,No,874341,2024-01-18,No
1677,Byrd-Nelson,Healthcare,1797968,379,787,596440,Expansion,12,12.67,No,2271132,2024-01-18,Yes
1710,Henry Group,Healthcare,10825144,287,403,657242,Equipment Purchase,36,13.1,No,3569065,2024-01-17,No
1071,"Mckinney, Salazar and Duffy",Transportation,36966581,388,675,4864812,Inventory Purchase,12,10.56,No,3540678,2024-01-15,Yes
1016,Murphy-Keller,Construction,9887324,98,818,4772412,Working Capital,12,7.32,No,2022613,2024-01-15,No
1467,Sherman Group,Hospitality,19453059,262,464,2223091,Expansion,24,13.57,No,1582713,2024-01-15,No
1265,Abbott PLC,Education,12415376,309,647,2873737,Equipment Purchase,24,12.5,Yes,3112138,2024-01-15,No
1666,Jennings-Powell,Construction,48347699,301,758,4697855,Equipment Purchase,24,14.89,Yes,1478931,2024-01-13,No
1378,Myers LLC,IT Services,9195810,225,340,1266670,Equipment Purchase,60,10.67,No,2982208,2024-01-12,No
1190,"Leach, Robinson and Nelson",Finance,15338768,170,742,2257280,Debt Consolidation,60,14.56,No,256384,2024-01-11,No
1791,"Roberts, Walker and Monroe",Hospitality,2940369,81,745,867442,Real Estate,12,12.48,No,4744059,2024-01-09,Yes
1733,"Cook, Kennedy and Holt",Retail,22650278,158,513,1998917,Equipment Purchase,24,10.58,No,4806497,2024-01-08,No
1285,Green-Jones,Agriculture,23564965,451,723,176240,Inventory Purchase,12,11.86,No,98926,2024-01-08,No
1732,Cole-Collins,IT Services,38436581,406,344,1540351,Research & Development,12,12.35,No,3734796,2024-01-07,No
1054,Rogers-Brock,IT Services,1996530,163,356,953392,Marketing,60,9.26,Yes,380328,2024-01-03,No
1010,Harding-Hunt,Construction,32772452,374,504,2987757,Equipment Purchase,12,9.41,Yes,1490334,2024-01-03,No
1139,Miller Inc,Agriculture,16105101,385,676,3633716,Real Estate,36,10.68,No,2632229,2024-01-02,Yes
1345,Farley-Ochoa,Manufacturing,23858903,267,813,3124015,Research & Development,48,8.25,No,2588361,2024-01-01,Yes
1456,"Kirby, Johns and Clark",Hospitality,25124905,476,684,1062452,Expansion,24,9.53,No,3297727,2024-01-01,Yes
1881,Barr Inc,Manufacturing,4257181,171,577,4572089,Expansion,60,14.0,Yes,3460960,2023-12-31,No
1477,"Tanner, Mcbride and Spencer",Healthcare,37264673,338,545,3091620,Working Capital,24,13.56,No,1755692,2023-12-29,No
