Enterprise_ID,Enterprise_Name,TAT_Score,Loan_Amount,Loan_Status,Risk_Category,Last_Assessed_Date,Credit_Score,Sector,Remarks
ENT0410,Huff Inc Pvt Ltd,2.56,14413463.04,Active,High,2025-01-28,640,Logistics,Seek television fight effort.
ENT0411,Singh-Robbins Pvt Ltd,4.12,33624629.91,Closed,Low,2024-07-28,439,Healthcare,Live seem have low herself guy.
ENT0412,Holland and Sons Pvt Ltd,1.94,94780613.28,Active,Low,2024-06-28,481,Logistics,Nature officer beyond land bring everyone.
ENT0413,Scott Ltd Pvt Ltd,4.86,29853367.01,Defaulted,Medium,2025-04-17,889,Finance,Road unit investment card wear middle political.
ENT0414,"Morris, Freeman and Sullivan Pvt Ltd",1.97,28749714.5,Closed,Low,2023-10-09,877,Finance,Carry trial animal project leader short professor.
ENT0415,Gutierrez and Sons Pvt Ltd,3.17,55017279.46,Defaulted,Medium,2024-08-12,327,Energy,Against seven think wind data may.
ENT0416,Nelson Group Pvt Ltd,4.74,21755191.24,Closed,Medium,2024-01-16,370,Logistics,Million use feeling place pass other hundred.
ENT0417,Green Ltd Pvt Ltd,3.53,14778733.15,Closed,Low,2024-09-28,457,Logistics,Much here since expert bit.
ENT0418,Garcia-Garcia Pvt Ltd,4.05,8322548.42,Defaulted,Low,2025-05-04,710,Logistics,Hand compare lose star lot us safe.
ENT0419,Johnson-Roberts Pvt Ltd,2.95,79281370.79,Closed,Medium,2023-12-15,849,Services,Option lead reduce inside what.
ENT0420,"Duncan, Wood and Brown Pvt Ltd",0.99,25574865.92,Defaulted,Low,2024-02-17,345,Logistics,Describe similar north seat court work.
ENT0421,Elliott-Turner Pvt Ltd,4.85,33828073.51,Closed,Low,2023-10-30,400,Healthcare,Power administration trial expect.
ENT0422,Phillips-Yates Pvt Ltd,1.5,74938449.74,Defaulted,Low,2024-01-11,889,Finance,Student discuss sound environmental away.
ENT0423,Savage-Conley Pvt Ltd,2.51,39722282.7,Defaulted,Low,2023-08-14,812,Retail,Young information item within tonight.
ENT0424,Gillespie Inc Pvt Ltd,2.05,3431702.65,Active,Low,2023-10-08,387,Services,Difficult customer I enjoy.
ENT0425,"Griffin, Holmes and Rhodes Pvt Ltd",4.24,73284921.58,Closed,Low,2024-10-29,766,Finance,Pm impact message himself.
ENT0426,Reed Ltd Pvt Ltd,2.85,35481729.37,Active,Low,2024-03-09,763,Technology,Box investment medical page old instead arm.
ENT0427,Frederick LLC Pvt Ltd,0.8,5423622.21,Defaulted,Low,2024-10-01,651,Services,Significant from tree may eye at.
ENT0428,"Lee, Reynolds and Boyle Pvt Ltd",3.55,17271055.19,Defaulted,Low,2023-08-24,478,Retail,Store technology again lose onto at.
ENT0429,"Conner, Owens and Alvarez Pvt Ltd",1.99,43210568.98,Closed,Low,2024-06-19,714,Retail,Speak radio value very training visit.
ENT0430,Patrick-Hartman Pvt Ltd,1.34,66073483.2,Closed,Low,2024-09-03,502,Energy,Ahead top strategy bit little side.
ENT0431,Wright-Black Pvt Ltd,3.16,39494742.26,Defaulted,Low,2024-12-29,585,Services,Figure general matter we bit these.
ENT0432,Newman-Robinson Pvt Ltd,3.1,80150733.33,Defaulted,Low,2024-09-28,633,Finance,Health consumer deal family order shoulder.
ENT0433,"Cobb, Carter and Cortez Pvt Ltd",2.56,26972986.15,Closed,Low,2023-06-10,620,Logistics,Pay check field medical opportunity.
ENT0434,Doyle-Richardson Pvt Ltd,3.25,59113466.74,Closed,Low,2024-05-28,768,Retail,World within toward finish admit goal everyone.
ENT0435,Dean Ltd Pvt Ltd,4.16,70892847.73,Closed,High,2025-04-04,386,Retail,Wife discussion image here something benefit.
ENT0436,Cannon-Bell Pvt Ltd,1.91,24618699.92,Active,Low,2024-05-30,444,Logistics,Natural hotel language answer production on amount.
ENT0437,Hernandez-Wolf Pvt Ltd,2.38,14648862.55,Closed,Low,2025-01-21,798,Retail,Finish treatment already no.
ENT0438,Hatfield LLC Pvt Ltd,3.0,49474560.59,Active,Low,2024-02-17,761,Manufacturing,Far yeah only wide.
ENT0439,"Andersen, Martinez and Christensen Pvt Ltd",4.39,95232353.1,Closed,Low,2024-05-20,693,Energy,Total education house she company value.
ENT0440,"Martin, Herman and Vaughn Pvt Ltd",2.34,49680862.12,Defaulted,Medium,2024-06-20,800,Retail,Foot spend century.
ENT0441,"Nichols, Miller and Johnson Pvt Ltd",0.87,4055209.86,Active,Low,2023-07-31,581,Finance,Language staff program choose affect town.
ENT0442,Maldonado and Sons Pvt Ltd,2.92,17652688.77,Closed,Low,2024-11-24,807,Services,Vote bar paper maybe front claim.
ENT0443,Smith Ltd Pvt Ltd,3.08,27521002.03,Defaulted,Medium,2024-04-10,675,Manufacturing,Four discover president nature.
ENT0444,Paul PLC Pvt Ltd,3.92,44695291.39,Active,High,2024-10-10,404,Finance,Seat soldier apply control small.
ENT0445,"Reynolds, Owen and Jackson Pvt Ltd",1.84,99931954.26,Closed,Low,2024-12-13,389,Energy,Off old final old evidence.
ENT0446,Moore-Burke Pvt Ltd,4.39,12621216.62,Active,Low,2023-07-21,659,Logistics,Enter race however popular down physical.
ENT0447,Mccoy-Martinez Pvt Ltd,1.25,14784261.63,Active,Medium,2023-11-18,360,Technology,Like sell but two city.
ENT0448,"Scott, Rivera and Williams Pvt Ltd",2.9,60088910.9,Active,Low,2025-01-13,599,Healthcare,Student last condition issue exist.
ENT0449,Yates Group Pvt Ltd,3.08,95287337.2,Defaulted,High,2024-01-14,397,Retail,Interesting else image.
ENT0450,"Simpson, Russell and Brown Pvt Ltd",4.83,78783413.78,Active,High,2024-11-16,429,Retail,Develop argue rule summer beat born.
ENT0451,"Alvarez, Shaw and Suarez Pvt Ltd",1.62,71428090.04,Active,Medium,2024-08-20,702,Energy,Recently economy visit push rich old no spring.
ENT0452,Patterson-Jackson Pvt Ltd,1.14,63607796.26,Defaulted,Low,2025-01-24,762,Services,Face issue dog just consider trial management.
ENT0453,"Everett, Bell and Henderson Pvt Ltd",3.35,88132383.05,Active,Low,2024-05-30,584,Technology,Kid several into then interest senior.
ENT0454,Malone-Lamb Pvt Ltd,2.55,49316403.56,Defaulted,Low,2023-11-10,395,Energy,Four stuff without past store major relate late.
ENT0455,Lynn-Chen Pvt Ltd,3.36,70031608.8,Active,Medium,2024-01-26,707,Finance,Leg build rather.
ENT0456,"Ingram, Estes and Davis Pvt Ltd",4.86,82659917.12,Closed,Low,2025-05-09,590,Technology,Arrive give reflect best force rate stage.
ENT0457,"Byrd, Pearson and Peterson Pvt Ltd",2.96,13928830.78,Closed,Medium,2025-04-17,349,Manufacturing,Special poor find return position return.
ENT0458,Santos-Hughes Pvt Ltd,0.95,78605086.42,Closed,Low,2024-12-01,461,Energy,Style two use season success hand data itself.
ENT0459,"Thomas, Hinton and Thomas Pvt Ltd",2.55,99191985.64,Closed,Low,2025-03-30,435,Healthcare,Work Democrat box money.
ENT0460,Brown LLC Pvt Ltd,1.22,93339830.71,Closed,Low,2023-09-18,669,Healthcare,Cause against may discuss nation.
ENT0461,Tucker Group Pvt Ltd,0.87,66786372.33,Defaulted,Low,2025-05-04,705,Healthcare,Year story style finally view peace.
ENT0462,Evans Inc Pvt Ltd,3.77,75767983.55,Closed,Medium,2023-11-15,397,Manufacturing,Else bill family south industry chance.
ENT0463,Calderon-Potts Pvt Ltd,1.46,8715933.44,Defaulted,Low,2025-05-22,755,Manufacturing,Hear gas large you.
ENT0464,Hall-Wilkins Pvt Ltd,0.54,35013840.85,Active,High,2025-04-29,732,Retail,Image poor girl vote.
ENT0465,"Fernandez, Salinas and Hernandez Pvt Ltd",2.65,23665739.88,Active,Medium,2023-09-24,404,Services,Material keep able simple after.
ENT0466,"Jones, Garrison and Heath Pvt Ltd",1.91,88217910.5,Active,Low,2025-05-04,436,Retail,Along soon billion letter.
ENT0467,"Simpson, Ferguson and Jacobs Pvt Ltd",0.81,56765830.23,Defaulted,Medium,2023-10-10,750,Technology,Tree too behind truth likely.
ENT0468,"Gardner, Leonard and Kane Pvt Ltd",3.75,63179923.8,Active,High,2023-11-20,753,Finance,Learn key respond support place matter father.
ENT0469,Edwards Inc Pvt Ltd,0.89,10946046.14,Active,Low,2024-11-10,693,Technology,As financial skin nice.
ENT0470,Brooks and Sons Pvt Ltd,4.83,32135863.15,Active,Low,2025-02-21,386,Finance,Understand go manager take face Mr child nice.
ENT0471,Peterson-Smith Pvt Ltd,2.99,60400778.86,Defaulted,Low,2023-07-14,327,Healthcare,Street smile among lose.
ENT0472,Wright LLC Pvt Ltd,1.42,61085760.1,Active,Medium,2024-12-14,602,Manufacturing,Collection anyone energy certain just.
ENT0473,Johnson-Green Pvt Ltd,4.03,79584025.14,Active,Low,2023-06-11,415,Finance,Century particularly such section oil situation.
ENT0474,Smith Inc Pvt Ltd,2.75,59799047.05,Defaulted,Medium,2023-12-09,312,Technology,Friend whether learn seek ever film.
ENT0475,"Cook, Garcia and Clark Pvt Ltd",4.7,14066305.19,Defaulted,Low,2025-01-30,859,Retail,House kind while more.
ENT0476,Barnett Inc Pvt Ltd,3.93,95490845.41,Active,Low,2024-08-06,369,Manufacturing,Catch him executive rule.
ENT0477,Myers-Vaughn Pvt Ltd,1.68,4942859.33,Active,High,2024-03-18,707,Healthcare,Know oil center account foot reason follow old.
ENT0478,Steele-Manning Pvt Ltd,3.33,50603847.59,Closed,Low,2024-10-08,711,Services,Natural light may win minute offer.
ENT0479,Gross-Weaver Pvt Ltd,3.38,54227880.46,Active,Low,2025-02-20,617,Services,Least learn somebody various reach sort home nature.
ENT0480,Robertson Ltd Pvt Ltd,2.8,21116551.9,Active,Low,2024-12-07,700,Services,Hand music easy sure authority word give.
ENT0481,Gordon-Mckenzie Pvt Ltd,1.9,44311118.26,Active,Low,2024-04-20,388,Logistics,Total final free national.
ENT0482,Snyder-Cohen Pvt Ltd,1.02,61617382.65,Active,Low,2025-04-04,479,Services,Middle all hospital oil never leave.
ENT0483,"Weaver, Adams and Robinson Pvt Ltd",0.56,14583967.94,Active,Low,2024-12-18,655,Healthcare,Answer read thought even.
ENT0484,"Diaz, Page and Conway Pvt Ltd",1.25,13566130.14,Closed,Medium,2023-06-03,420,Manufacturing,Available person president hear race alone.
ENT0485,"Mcdonald, Johnson and Clark Pvt Ltd",2.01,43503132.37,Defaulted,Low,2024-05-03,890,Services,Act hundred few how take every.
ENT0486,"Smith, Perez and Thomas Pvt Ltd",2.73,51567406.06,Active,Low,2024-04-18,880,Retail,Best four foreign what go.
ENT0487,Mitchell-Estrada Pvt Ltd,2.15,26256492.02,Active,Medium,2024-05-28,418,Finance,Road voice herself operation factor.
ENT0488,Wagner-Lane Pvt Ltd,3.83,1254282.1,Active,Low,2023-11-17,783,Technology,White hospital state.
ENT0489,Carroll Inc Pvt Ltd,2.22,15858382.16,Active,Low,2024-05-04,729,Finance,Possible ability green knowledge do.
ENT0490,Williams Inc Pvt Ltd,1.95,42209403.25,Defaulted,Low,2024-11-02,379,Technology,Half conference red every rate only.
ENT0491,Cox-Lamb Pvt Ltd,1.04,67659245.96,Active,Low,2023-07-01,828,Manufacturing,Consumer child nice everybody.
ENT0492,"Daniels, Reyes and Miranda Pvt Ltd",4.79,7823717.34,Closed,Medium,2023-09-13,618,Technology,Score hot check.
ENT0493,"Richardson, Carter and Chaney Pvt Ltd",0.89,46217871.42,Closed,Low,2024-05-31,877,Healthcare,Describe south series.
ENT0494,Martin Inc Pvt Ltd,3.83,25015815.36,Closed,Low,2024-08-17,805,Finance,Now thousand strategy boy happen.
ENT0495,Edwards-Harris Pvt Ltd,3.8,55109365.02,Active,Low,2023-11-03,719,Manufacturing,Growth defense describe such him sound ball.
ENT0496,Baker-Allen Pvt Ltd,1.55,35295946.08,Defaulted,Medium,2024-07-15,643,Manufacturing,Democratic recognize student hand true society.
ENT0497,"King, Nolan and Jordan Pvt Ltd",3.92,38251208.22,Defaulted,Medium,2023-06-09,406,Finance,Second policy talk movie.
ENT0498,Carter-Bailey Pvt Ltd,2.88,24578591.86,Closed,High,2024-01-06,445,Healthcare,Space day generation there.
ENT0499,Lin and Sons Pvt Ltd,0.92,92206165.89,Defaulted,Low,2023-11-20,681,Energy,Again over college learn put area stage keep.
ENT0500,Cox-Lyons Pvt Ltd,4.89,9405339.33,Active,Low,2024-06-20,703,Services,Happy budget defense pattern decision.
ENT0501,Brown Ltd Pvt Ltd,3.16,7166003.49,Defaulted,High,2024-02-19,542,Healthcare,Positive alone nearly fast appear store hit discussion.
ENT0502,James Inc Pvt Ltd,1.67,32185882.63,Closed,Medium,2024-07-22,634,Technology,North situation wrong wear push.
ENT0503,Johnson LLC Pvt Ltd,2.54,24127511.44,Active,Low,2025-05-11,898,Services,Process toward money sport.
ENT0504,Rodriguez-Boyd Pvt Ltd,1.2,17273123.09,Closed,Low,2024-11-08,423,Technology,Long group section television.
ENT0505,"Hensley, Glenn and Valencia Pvt Ltd",4.84,21555986.34,Closed,Low,2025-04-30,422,Services,Appear gun tend Mrs.
ENT0506,Zhang Group Pvt Ltd,1.21,68919429.45,Defaulted,Medium,2023-09-11,341,Finance,School future room painting.
ENT0507,Carter-Garza Pvt Ltd,4.26,33451572.23,Active,Medium,2023-10-24,664,Logistics,Evening sense model sure commercial by.
ENT0508,Ortiz Group Pvt Ltd,2.81,68041154.32,Closed,Medium,2023-08-09,478,Manufacturing,Stay hear decide exist.
ENT0509,Henderson PLC Pvt Ltd,4.78,85605529.16,Defaulted,Medium,2024-04-08,555,Services,Commercial education firm statement mouth state.
ENT0510,Hahn-Swanson Pvt Ltd,2.58,80585778.59,Active,Low,2024-04-25,363,Finance,Police become but art pull arm yet tonight.
ENT0511,Wilson-Henry Pvt Ltd,1.09,82543668.1,Closed,Medium,2024-03-10,386,Healthcare,Eat surface detail together include not animal.
ENT0512,Jimenez-Weaver Pvt Ltd,4.63,8423730.89,Active,Low,2025-04-03,754,Retail,Decade great thank friend involve different.
ENT0513,Landry and Sons Pvt Ltd,0.91,84880268.03,Closed,Low,2024-03-23,772,Manufacturing,In some condition unit ground.
ENT0514,Poole LLC Pvt Ltd,1.26,57814535.78,Defaulted,Low,2023-11-28,330,Logistics,Strategy point act.
ENT0515,Brady-Oneal Pvt Ltd,3.57,18107913.97,Active,High,2025-04-24,581,Healthcare,Meeting will down interesting say development.
ENT0516,Neal-Mendoza Pvt Ltd,2.51,15714509.5,Defaulted,Medium,2024-12-10,551,Healthcare,Above pay indeed dark answer number though.
ENT0517,Mason-Vincent Pvt Ltd,2.75,88395078.84,Closed,Low,2024-11-23,586,Logistics,Improve level them often.
ENT0518,Cervantes-Marshall Pvt Ltd,1.12,20746322.86,Defaulted,Low,2023-07-01,856,Manufacturing,Use result maybe enjoy continue.
ENT0519,Mack and Sons Pvt Ltd,4.95,78409660.92,Closed,Low,2025-04-20,796,Technology,Night thought successful network often position human.
ENT0520,Rice-Atkinson Pvt Ltd,4.61,50736932.3,Closed,Low,2023-08-22,326,Technology,Visit truth strategy relationship group imagine.
ENT0521,Smith-Johnson Pvt Ltd,3.19,3901042.59,Closed,Low,2024-03-09,783,Technology,Beyond above party carry.
ENT0522,"Little, Patterson and Arnold Pvt Ltd",3.95,99960968.93,Active,Low,2023-08-19,546,Healthcare,Us everyone future interest consider successful.
ENT0523,Wilson and Sons Pvt Ltd,2.9,79332484.0,Defaulted,Low,2023-11-13,524,Logistics,Support someone sound event success head receive suggest.
ENT0524,Wilkerson-Cooper Pvt Ltd,2.1,84083002.98,Active,Low,2024-01-04,625,Technology,Future ok charge positive something radio boy prepare.
ENT0525,"Powell, Marshall and Carter Pvt Ltd",4.61,3792450.4,Defaulted,Low,2024-05-02,881,Retail,Around green point represent seven must.
ENT0526,Velez Inc Pvt Ltd,3.03,19635132.83,Closed,Low,2024-07-28,479,Energy,Television someone avoid base similar.
ENT0527,Roberts-Norman Pvt Ltd,0.67,6560629.7,Defaulted,Low,2024-07-10,839,Energy,Notice necessary decide summer.
ENT0528,Cook-Joseph Pvt Ltd,0.5,91871722.41,Active,Medium,2024-05-13,648,Retail,Rule condition political employee.
ENT0529,Berger-Schneider Pvt Ltd,4.63,84584124.56,Closed,Low,2024-04-08,451,Retail,First everyone project.
ENT0530,Johnson-Novak Pvt Ltd,3.98,84801607.87,Closed,High,2023-12-26,682,Logistics,Buy arm such low relate consumer show.
ENT0531,Turner-Carter Pvt Ltd,3.14,34319546.04,Closed,Low,2023-09-01,461,Logistics,Behavior once increase other happen news.
ENT0532,Fisher and Sons Pvt Ltd,4.06,96105547.94,Defaulted,Low,2023-12-18,875,Technology,Quite boy quality point.
ENT0533,Hill LLC Pvt Ltd,1.5,59306065.42,Active,Low,2025-02-25,601,Retail,History wonder information perform have culture friend.
ENT0534,Ruiz-Dunn Pvt Ltd,1.3,1177992.76,Defaulted,High,2023-06-12,700,Manufacturing,Possible raise certainly direction against.
ENT0535,Hughes and Sons Pvt Ltd,1.32,32503474.27,Defaulted,Low,2024-12-07,879,Services,Live agent personal believe heart guess Congress article.
ENT0536,Oliver-Williams Pvt Ltd,4.72,14923693.45,Defaulted,Low,2024-08-28,655,Technology,Best who table court.
ENT0537,"Mann, Schwartz and Smith Pvt Ltd",1.26,88646705.09,Active,Medium,2024-10-13,643,Energy,Language be full.
ENT0538,"Wright, Tucker and Watson Pvt Ltd",0.55,21758744.16,Defaulted,Low,2023-12-02,562,Services,Road trouble themselves side shoulder discuss within see.
ENT0539,Dickerson-Roberts Pvt Ltd,3.74,5766598.32,Closed,Medium,2023-06-26,470,Logistics,Federal power measure push under box.
ENT0540,"Campbell, Kirk and Hayes Pvt Ltd",2.72,38492544.9,Defaulted,Low,2023-12-03,790,Finance,Piece treatment pretty six time five.
ENT0541,"Williams, Stevens and Hall Pvt Ltd",1.23,8297229.57,Active,Low,2023-12-21,626,Healthcare,Large game hard material.
ENT0542,Houston Group Pvt Ltd,4.78,8345839.77,Active,Medium,2024-12-23,464,Services,Perform who almost car.
ENT0543,Rice Ltd Pvt Ltd,2.96,89914293.14,Active,Low,2024-05-10,794,Manufacturing,Parent such start consumer factor high.
ENT0544,White and Sons Pvt Ltd,2.44,65709882.35,Defaulted,Medium,2025-02-13,460,Manufacturing,Million girl month response.
ENT0545,Schneider-Hernandez Pvt Ltd,0.96,21349497.2,Active,Low,2023-08-30,867,Healthcare,Leader national glass top.
ENT0546,"Williamson, Mckinney and Pena Pvt Ltd",3.47,30442664.12,Active,Low,2024-03-08,885,Energy,Produce whole growth box try.
ENT0547,Sullivan-Barber Pvt Ltd,1.19,36722063.2,Closed,Low,2023-08-17,791,Finance,Work whose campaign.
ENT0548,Whitney-Gallegos Pvt Ltd,0.94,21488345.31,Defaulted,Low,2023-11-20,383,Energy,Very she lead.
ENT0549,Chase-Haynes Pvt Ltd,4.3,31526986.61,Closed,Low,2023-08-20,571,Services,Interesting should voice.
ENT0550,"Jacobs, Brown and Burke Pvt Ltd",3.39,39365184.59,Closed,Medium,2024-09-22,678,Retail,Administration ready use head among art.
ENT0551,Wright Ltd Pvt Ltd,2.51,27066300.7,Closed,Low,2023-07-16,575,Manufacturing,Land store authority cost grow.
ENT0552,May Group Pvt Ltd,1.18,69950624.15,Active,Low,2023-06-29,652,Logistics,Same analysis phone company experience plan.
ENT0553,Gregory PLC Pvt Ltd,4.87,59382917.79,Defaulted,Low,2024-09-10,696,Logistics,Tough somebody between market.
ENT0554,Moore-Allen Pvt Ltd,4.85,69019725.31,Closed,Low,2024-04-06,541,Energy,Grow work image leg strategy.
ENT0555,"Randall, Berger and Walker Pvt Ltd",1.84,40085632.16,Defaulted,Low,2023-08-05,884,Retail,Movement safe put thousand foot.
ENT0556,"Humphrey, Terrell and Young Pvt Ltd",1.04,75961686.81,Active,High,2025-03-24,471,Finance,Range through soon somebody.
ENT0557,Rodriguez Group Pvt Ltd,4.14,13492413.87,Closed,Low,2024-03-22,745,Finance,Stage state many enough off together natural.
ENT0558,Johnson-Johnson Pvt Ltd,4.99,63095395.01,Defaulted,Low,2024-08-10,368,Services,Nation single raise.
ENT0559,"Todd, Hughes and Zuniga Pvt Ltd",2.25,40338144.44,Closed,Medium,2024-08-27,832,Energy,Beautiful wish course understand shake.
ENT0560,Blake LLC Pvt Ltd,4.63,2224015.94,Defaulted,Medium,2024-01-15,835,Logistics,It system toward source style.
ENT0561,"Ruiz, Crawford and Bowers Pvt Ltd",1.01,15814589.64,Defaulted,Low,2025-03-28,402,Services,Role decade sound.
ENT0562,Adams Inc Pvt Ltd,3.03,10998053.84,Closed,Medium,2024-07-02,652,Logistics,Even support trial interview bill another.
ENT0563,Johnston Group Pvt Ltd,1.69,65823979.4,Defaulted,Medium,2024-02-27,338,Retail,Color anything crime.
ENT0564,Perry Group Pvt Ltd,1.74,15241414.39,Defaulted,Medium,2023-11-17,711,Manufacturing,Decision now summer anyone drive all.
ENT0565,Serrano-Ramos Pvt Ltd,2.28,88016805.54,Defaulted,Low,2024-06-28,786,Healthcare,Star myself economy like rule film.
ENT0566,"Singh, Higgins and Figueroa Pvt Ltd",4.54,3003055.97,Closed,Low,2023-06-28,803,Services,Entire produce reveal collection sometimes push blue.
ENT0567,Warner Inc Pvt Ltd,4.88,23567783.95,Closed,High,2024-02-12,753,Technology,Other week hit follow upon.
ENT0568,Scott PLC Pvt Ltd,1.71,42260500.04,Defaulted,Low,2024-10-09,752,Finance,Wonder whether me morning military hospital.
ENT0569,"Harris, Butler and Cox Pvt Ltd",4.61,41309865.72,Closed,Medium,2024-06-07,682,Manufacturing,Total explain off.
ENT0570,Burch LLC Pvt Ltd,2.82,16738271.82,Closed,Medium,2023-06-24,713,Retail,Instead set often low couple open study relate.
ENT0571,Harris-Hughes Pvt Ltd,4.01,52904335.49,Defaulted,Low,2024-09-26,497,Finance,Theory make sell effort event.
ENT0572,Henderson-Page Pvt Ltd,4.27,25699535.87,Closed,Low,2024-12-25,669,Finance,Toward product challenge middle record top rather bit.
ENT0573,Young-Edwards Pvt Ltd,1.73,82527122.88,Defaulted,Low,2024-04-29,426,Manufacturing,Green wrong red city school once reveal.
ENT0574,Cortez-Franklin Pvt Ltd,1.59,49389887.17,Closed,Low,2024-08-12,785,Technology,Money including better actually for.
ENT0575,Schmitt PLC Pvt Ltd,2.05,83927723.26,Closed,Medium,2024-08-10,392,Healthcare,Admit term white.
ENT0576,Smith and Sons Pvt Ltd,0.62,5915453.24,Defaulted,Medium,2023-09-12,519,Finance,Significant produce recognize radio yourself.
ENT0577,"Baker, Kennedy and Weber Pvt Ltd",3.41,68091829.36,Closed,Medium,2023-10-24,825,Manufacturing,Book third claim a represent Congress card interest.
ENT0578,Roberts LLC Pvt Ltd,4.39,96746697.22,Defaulted,Low,2023-07-10,435,Retail,Tv without product out.
ENT0579,Shaffer and Sons Pvt Ltd,3.21,1837908.98,Closed,Medium,2023-12-26,612,Healthcare,Guy your life alone.
ENT0580,Sandoval LLC Pvt Ltd,2.41,38271069.77,Closed,Low,2024-07-22,523,Energy,One interview skill outside cup build.
ENT0581,Kennedy and Sons Pvt Ltd,1.86,52543151.93,Defaulted,Low,2023-12-18,404,Manufacturing,Fall language draw however any still.
ENT0582,Phillips Inc Pvt Ltd,2.8,66573189.8,Closed,Low,2023-10-24,589,Healthcare,Force treatment senior company economy.
ENT0583,Murphy-Smith Pvt Ltd,3.58,48692103.46,Closed,High,2023-06-01,632,Healthcare,Song where huge line.
ENT0584,Bell-Downs Pvt Ltd,1.68,71398283.78,Defaulted,Low,2024-06-10,453,Finance,Seat tell off.
ENT0585,Miller-Terry Pvt Ltd,4.55,80737552.44,Defaulted,Low,2023-06-18,627,Retail,Friend thousand husband land skin.
ENT0586,Fox-Acosta Pvt Ltd,3.75,65884656.48,Closed,Low,2023-06-08,728,Logistics,Necessary executive born reveal network.
ENT0587,Ferguson-Adams Pvt Ltd,2.25,4496581.48,Defaulted,High,2023-12-08,494,Technology,Common land commercial against care must.
ENT0588,Newton-Barron Pvt Ltd,3.77,23013956.2,Defaulted,Medium,2024-01-31,787,Technology,Try main fill.
ENT0589,Schmitt-Mendoza Pvt Ltd,2.78,84696505.18,Defaulted,Medium,2024-05-11,485,Healthcare,Decade design garden leg science.
ENT0590,Wagner Group Pvt Ltd,0.94,13666469.83,Closed,Medium,2023-11-15,872,Retail,Create cover these meet inside feeling.
ENT0591,"Rios, Macias and Erickson Pvt Ltd",4.76,90059524.63,Defaulted,Low,2024-07-09,663,Finance,Grow dinner chance where customer prove.
ENT0592,Armstrong Inc Pvt Ltd,3.85,31401441.86,Closed,Low,2025-03-23,899,Healthcare,Thing remember region threat red oil south.
ENT0593,Elliott Ltd Pvt Ltd,2.59,12660365.65,Active,Medium,2025-01-19,897,Services,Language challenge field concern industry.
ENT0594,Ferguson-Gomez Pvt Ltd,2.62,20259836.69,Active,Medium,2024-05-06,690,Healthcare,Newspaper opportunity kitchen organization find skill.
ENT0595,Good PLC Pvt Ltd,2.36,87214065.49,Active,Low,2023-07-15,505,Technology,Somebody consumer car hear social.
ENT0596,Gray Inc Pvt Ltd,2.34,57370955.21,Closed,Low,2023-09-13,484,Services,Read blue chance available ahead.
ENT0597,Palmer-Nguyen Pvt Ltd,2.69,63472244.45,Active,Low,2024-02-24,359,Manufacturing,Able reach image difficult.
ENT0598,Peterson-Ortiz Pvt Ltd,2.53,21728854.47,Active,Low,2023-05-28,462,Energy,Television every yes risk require.
ENT0599,Francis Inc Pvt Ltd,4.03,78195493.17,Active,Medium,2025-01-14,739,Logistics,Fish federal fly several huge nothing already.
ENT0600,"Cruz, Armstrong and Mcgee Pvt Ltd",2.43,48262627.32,Active,Low,2025-01-30,504,Technology,Bring knowledge me little quite read challenge discussion.
ENT0601,"Murphy, Bullock and Costa Pvt Ltd",4.78,89308632.83,Defaulted,Low,2024-03-08,304,Finance,Management staff happy also.
ENT0602,"Booth, Fernandez and Stevenson Pvt Ltd",1.52,87821528.39,Closed,Low,2024-05-19,692,Healthcare,Build here sort certain.
ENT0603,Dorsey Inc Pvt Ltd,1.25,82560539.14,Closed,High,2024-07-22,766,Technology,Visit add cause husband worry.
ENT0604,Harrington-Reed Pvt Ltd,2.45,68991235.31,Active,Low,2023-12-01,801,Technology,Section too challenge rise offer able improve.
ENT0605,"Mcgrath, Gutierrez and Ward Pvt Ltd",3.88,17323467.38,Closed,Low,2025-03-12,529,Retail,Ago north difference already star region animal.
ENT0606,Johnston Group Pvt Ltd,1.45,3169413.93,Defaulted,Low,2023-06-14,675,Manufacturing,Minute drive base.
ENT0607,"Johnson, Brown and Wilson Pvt Ltd",2.19,64391787.44,Defaulted,Medium,2024-03-19,349,Services,Culture official station themselves late first live cultural.
ENT0608,Ibarra-Foster Pvt Ltd,3.44,2954434.88,Defaulted,Low,2023-09-18,754,Logistics,Just catch give.
ENT0609,"Powers, Andrews and Davis Pvt Ltd",1.06,26021091.01,Defaulted,Low,2025-03-18,309,Healthcare,Daughter bit tax one mother less by.
ENT0610,Black LLC Pvt Ltd,2.39,10997004.87,Defaulted,Low,2023-07-13,440,Logistics,Worker suggest wide rich analysis.
ENT0611,French-Allen Pvt Ltd,4.24,11386509.45,Defaulted,Medium,2025-01-15,589,Services,Some with accept statement note sort improve.
ENT0612,Morris PLC Pvt Ltd,4.03,50276167.26,Defaulted,Low,2024-09-18,569,Finance,Police pick also best.
ENT0613,Bowers-Garcia Pvt Ltd,2.11,41565866.82,Active,Low,2023-11-23,808,Finance,Pm then involve again.
ENT0614,"Potts, Salas and Rivers Pvt Ltd",3.6,48585730.33,Active,Low,2023-09-30,391,Services,Recently machine debate spring Democrat nature.
ENT0615,Clark-Porter Pvt Ltd,4.26,67233171.12,Active,High,2024-10-10,823,Services,Line yet compare whom owner store hard save.
